Record #,ID,DOI,Strain,Titer,Product,Type,Substrate,Comment
50527,3779,10.1111/1751-7915.12257,Bacillus methanolicus,11.3gl(-1),cadaverine,Other,ethanol,
4064,3779,10.1111/1751-7915.12257,-,-,-,-,,-
50528,3780,10.1111/1751-7915.12237,Corynebacterium glutamicum,6.1gl(-1),2-ketoisocaproate,Other,glucose,
4065,3780,10.1111/1751-7915.12237,-,-,-,-,,-
4073,3788,10.1016/j.jfoodeng.2014.10.028,NULL,NULL,NULL,NULL,,
4075,3790,10.1186/s12896-015-0117-0,NULL,NULL,NULL,NULL,,
4078,3793,10.1007/s00253-014-6342-y,NULL,NULL,NULL,NULL,,
4093,3808,10.1007/s00253-014-6243-0,Corynebacterium glutamicum,42.62 g/L,L-serine,Amino Acid,,
4103,3818,10.1128/AEM.02966-14,-,-,-,-,,-
50529,3818,10.1128/AEM.02966-14,Escherichia coli,91 mg/l,pinosylvin,Other,,
4106,3821,10.1002/bit.25444,Escherichia coli,71.9 g L-1,3-hydroxypropionic acid,Acid,,
4119,3834,10.1186/s12934-015-0192-x,Escherichia coli,1.75 g L-1,violacein,Other,,
4122,3837,10.1016/j.jbiotec.2014.10.037,E. coli,13 mg L-1,valinomycin,Other,,
4123,3838,10.1186/s12934-014-0184-2,-,-,-,-,,-
50530,3838,10.1186/s12934-014-0184-2,Aspergillus niger,170 mg/l,ascorbic acid,Acid,glucose,
4157,3872,10.1155/2015/932934,NULL,NULL,NULL,NULL,,
4160,3875,10.1159/000381312,-,-,-,-,,-
50531,3875,10.1159/000381312,Saccharopolyspora spinosa,401.26 mg/l,spinosad,Other,,
4165,3880,10.1016/j.micres.2014.12.007,-,-,-,-,,-
50532,3880,10.1016/j.micres.2014.12.007,Escherichia coli,10.6 gl(-1),"1,3-propanediol",Alcohol,,
4172,3887,10.1016/j.indcrop.2014.09.052,-,-,-,-,,-
50533,3887,10.1016/j.indcrop.2014.09.052,,,,,,
4182,3897,10.1007/s00449-014-1257-7,Escherichia coli,98.63 g/L,succinic acid,Acid,,
4194,3909,10.1002/yea.3038,-,-,-,-,,-
50534,3909,10.1002/yea.3038,Saccharomyces cerevisiae,,,,,
4204,3919,10.1016/j.ymben.2014.10.005,NULL,NULL,NULL,NULL,,
4206,3921,10.1016/j.ymben.2014.11.002,Clostridium acetobutylicum,13.8 g/L,butanol,Alcohol,,
4207,3921,10.1016/j.ymben.2014.11.002,Clostridium acetobutylicum,4.3 g/L,acetoin,Other,,
4208,3921,10.1016/j.ymben.2014.11.002,Clostridium acetobutylicum,3.9 g/L,ethanol,Alcohol,,
4209,3922,10.1002/bit.25345,Corynebacterium glutamicum,19.5 g/L,sorbose,Other,,
4211,3922,10.1002/bit.25345,Corynebacterium glutamicum,13.4 g/L,psicose,Other,,
4213,3924,10.1002/bit.25324,Escherichia coli,300 mg/L,butanol,Alcohol,,
4216,3927,10.1080/15226514.2014.910165,NULL,NULL,NULL,NULL,,
4229,3940,10.1016/j.jbiotec.2013.12.020,Corynebacterium glutamicum,5.3 g/L,glycolate,Acid,,
50535,3941,10.1016/j.jbiotec.2014.06.021,,,,,cellulose,
4230,3941,10.1016/j.jbiotec.2014.06.021,-,-,-,-,,-
4238,3949,10.1186/s12934-014-0170-8,Pseudomonas putida,193 mg/L,geranic acid,Acid,,
50536,3953,10.1128/AEM.02301-14,,,,,,
4242,3953,10.1128/AEM.02301-14,-,-,-,-,,-
50537,3954,10.1128/AEM.02411-14,Escherichia coli,391 mg/l,naringenin,Alkaloid,,
4243,3954,10.1128/AEM.02411-14,-,-,-,-,,-
4251,3962,10.1016/j.procbio.2014.10.005,NULL,NULL,NULL,NULL,,
50538,3973,10.1007/s00253-014-6059-y,Escherichia coli,5.73 g/L,PHB,Polymer,,
4262,3973,10.1007/s00253-014-6059-y,-,-,-,-,,-
4263,3974,10.1016/j.enzmictec.2014.09.006,NULL,NULL,NULL,NULL,,
4270,3981,10.1007/s10529-014-1634-y,NULL,NULL,NULL,NULL,,
4271,3982,10.1002/jctb.4278,Corynebacterium glutamicum,526 mmol L-1,L-lysine,Amino Acid,,
4304,4015,10.1016/j.procbio.2014.07.020,NULL,NULL,NULL,NULL,,
4309,4020,10.1007/s00253-014-6079-7,Saccharomyces cerevisiae,126.3 g/L,ethanol,Alcohol,,
4310,4021,10.1007/s00253-014-5969-z,Actinoplanes teichomyceticus,4 g/L,teicoplanin,Other,,
4315,4026,10.1007/s00449-014-1202-9,NULL,NULL,NULL,NULL,,
50539,4027,10.1111/jam.12621,Saccharomyces cerevisiae,,,,,
4316,4027,10.1111/jam.12621,-,-,-,-,,-
4319,4030,10.1002/bit.25297,Escherichia coli,1.6 g L-1,deoxyviolacein,Other,,
50540,4034,10.1186/s12896-014-0091-y,,,,,hydrol,
4323,4034,10.1186/s12896-014-0091-y,-,-,-,-,,-
50541,4035,10.1186/s13068-014-0156-0,Methylobacterium extorquens,15.2 mg l(-1),butanol,Alcohol,,
4324,4035,10.1186/s13068-014-0156-0,-,-,-,-,,-
4328,4039,10.1016/j.bej.2014.08.015,Streptomyces hygroscopicus,536 mg/L,rapamycin,Other,,
4332,4043,10.1002/cbic.201402215,Escherichia coli,1.2 gL(-1),vanillin,Other,,
4336,4047,10.1186/s12934-014-0136-x,Escherichia coli,4.47 g/L,catechol,Alcohol,,
4354,4065,10.1007/s10499-014-9776-4,NULL,NULL,NULL,NULL,,
4355,4066,10.1007/s11274-014-1698-9,NULL,NULL,NULL,NULL,,
4357,4068,10.1007/s00449-014-1187-4,Streptomyces albulus,29.7 g L-1,e-poly-L-lysine,Polymer,,
4361,4072,10.1038/NCHEMBIO.1613,-,-,-,-,,-
50542,4072,10.1038/NCHEMBIO.1613,,,,,,
4362,4073,10.1007/s11270-014-2119-2,NULL,NULL,NULL,NULL,,
4363,4074,10.1016/j.biortech.2014.06.085,NULL,NULL,NULL,NULL,,
4364,4075,10.1016/j.biortech.2014.07.002,NULL,NULL,NULL,NULL,,
6470,4081,10.1016/j.nbt.2014.06.002,Zymomonas mobilis,13.4 g/L,ethanol,Alcohol,,
4370,4082,10.1016/j.jprot.2014.07.006,NULL,NULL,NULL,NULL,,
4395,4107,10.1002/bab.1216,NULL,NULL,NULL,NULL,,
4402,4114,10.1038/ncomms6031,-,-,-,-,,-
50543,4114,10.1038/ncomms6031,Escherichia coli,192mgl(-1),4-methyl-pentanol,Alcohol,glucose,
4405,4117,10.1016/j.procbio.2014.05.011,Yarrowia lipolytica,1.7 g/L,3-hydroxy-gamma-decalactone,Other,,
4409,4121,10.1007/s00726-014-1768-1,-,-,-,-,,-
50544,4121,10.1007/s00726-014-1768-1,Corynebacterium glutamicum,131 g/L,L-lysine,Amino Acid,glucose,
4410,4122,10.1007/s00253-014-5709-4,-,-,-,-,,-
50545,4122,10.1007/s00253-014-5709-4,,,,,,
4414,4126,10.1016/j.biortech.2014.06.044,Paenibacillus polymyxa,71.71 g L-1,"2,3-butanediol",Alcohol,,
4415,4127,10.1002/bit.25234,Saccharomyces cerevisiae,34 mg/L,fatty acid ethyl ester,Other,,
4420,4132,10.1007/s00217-014-2238-4,NULL,NULL,NULL,NULL,,
4424,4136,10.1016/j.ymben.2014.06.009,Escherichia coli,4.82 g/L,fatty acid,Acid,,
4426,4138,10.1016/j.ymben.2014.07.003,NULL,NULL,NULL,NULL,,
4428,4140,10.1016/j.ymben.2014.07.008,S. cerevisiae,2.2 g/L,triacetic acid lactone,Polyketide,,
4430,4142,10.1039/c4gc00607k,Lactobacillus plantarum,70.6 g L-1,gamma-aminobutyric acid,,,
4432,4144,10.1007/s10532-014-9694-1,NULL,NULL,NULL,NULL,,
4436,4148,10.1016/j.jhazmat.2014.06.057,NULL,NULL,NULL,NULL,,
4446,4158,10.1186/s12934-014-0099-y,Escherichia coli,7 g/L,DAMP4,Other,,surfactant
4447,4159,10.1371/journal.pone.0105368,Saccharomyces cerevisiae,0.38 mg/L,caffeine,Other,,
4460,4172,10.1038/ncomms5618,-,-,-,-,,-
50546,4172,10.1038/ncomms5618,Corynebacterium glutamicum,92.5 g/L,L-arginine,Amino Acid,,
4464,4176,10.1007/s00253-014-5783-7,NULL,NULL,NULL,NULL,,
50547,4182,10.1111/jam.12547,,,,,,
4470,4182,10.1111/jam.12547,-,-,-,-,,-
4474,4186,10.1016/j.cej.2014.03.110,NULL,NULL,NULL,NULL,,
4478,4190,10.1016/j.jbiotec.2014.04.010,Kluyveromyces marxianus,154 mg/L,hexanoic acid,Acid,,
4484,4196,10.1186/s12934-014-0101-8,Bacillus subtilis,826.52 mg/L,riboflavin,Other,,
4497,4209,10.1007/s00449-013-1111-3,NULL,NULL,NULL,NULL,,
50548,4212,10.1016/j.ymben.2014.03.006,Geobacillus thermoglucosidasius,3.3g/l,isobutanol,Alcohol,,
4500,4212,10.1016/j.ymben.2014.03.006,-,-,-,-,,-
4505,4217,10.1016/j.ymben.2014.05.010,Saccharomyces cerevisiae,100 mg/L,n-butanol,Alcohol,,
50549,4218,10.1016/j.ymben.2014.05.005,,,,,,
4506,4218,10.1016/j.ymben.2014.05.005,-,-,-,-,,-
4511,4223,10.1007/s10295-014-1450-3,Streptomyces tsukubaensis,514.5 mg/L,FK506,Other,,
4520,4232,10.1371/journal.pone.0098772,NULL,NULL,NULL,NULL,,
4533,4245,10.1016/j.ecoenv.2014.01.008,NULL,NULL,NULL,NULL,,
4537,4249,10.1002/clen.201300230,NULL,NULL,NULL,NULL,,
50550,4253,10.1007/s00253-014-5683-x,Saccharomyces cerevisiae,5.29 g/l,"2,3-butanediol",Alcohol,,
4541,4253,10.1007/s00253-014-5683-x,-,-,-,-,,-
4542,4254,10.1007/s11427-014-4632-3,NULL,NULL,NULL,NULL,,
50551,4257,10.1007/s12010-014-0908-0,Bacillus subtilis,24.93g/l,gamma-polyglutamic acid,Polymer,,
4545,4257,10.1007/s12010-014-0908-0,-,-,-,-,,-
50552,4258,10.1007/s00253-014-5594-x,Lactobacillus plantarum,141.9 g/l,D-lactic acid,Acid,,
4546,4258,10.1007/s00253-014-5594-x,-,-,-,-,,-
4547,4259,10.1007/s00253-014-5581-2,Schizophyllum commune,16 mg L-1,valencene,Isoprenoid,,
50553,4262,10.1007/s10295-014-1436-1,,,,,,
4550,4262,10.1007/s10295-014-1436-1,-,-,-,-,,-
50554,4268,10.1186/1475-2859-13-78,Escherichia coli,142.2 g/l,L-lactic acid,Acid,,
4556,4268,10.1186/1475-2859-13-78,-,-,-,-,,-
4582,4294,10.1002/btpr.1884,NULL,NULL,NULL,NULL,,
4585,4297,10.1002/btpr.1890,NULL,NULL,NULL,NULL,,
50555,4301,10.1128/AEM.03986-13,Escherichia coli,107 mg/l,L-tyrosine,Amino Acid,,
4589,4301,10.1128/AEM.03986-13,-,-,-,-,,-
50556,4305,10.1007/s10295-014-1422-7,Candida famata,451 mg/l,flavin adenine dinucleotide,Other,,
4593,4305,10.1007/s10295-014-1422-7,-,-,-,-,,-
50557,4308,10.1007/s00253-013-5488-3,Pseudomonas psychrophila,,,,,
4596,4308,10.1007/s00253-013-5488-3,-,-,-,-,,-
4597,4309,10.1016/j.ymben.2014.02.004,Escherichia coli,73.8 g/L,"2,3-butanediol",Alcohol,,
50558,4310,10.1016/j.ymben.2014.02.002,Bacillus subtills,56.7 g/l,acetoin,Other,ethanol,
4598,4310,10.1016/j.ymben.2014.02.002,-,-,-,-,,-
4600,4312,10.1016/j.ymben.2014.02.009,Escherichia coli,1.2 g/L,salicylic acid,Acid,,
50559,4317,10.1007/s10295-014-1419-2,Aspergillus niger,28.9 g/l,oxalic acid,Acid,,
4605,4317,10.1007/s10295-014-1419-2,-,-,-,-,,-
4607,4319,10.1002/jctb.4181,Acremonium chrysogenum,31.9 g L-1,cephalosporin C,Other,,
4610,4322,10.3109/17435390.2013.788749,NULL,NULL,NULL,NULL,,
4613,4325,10.1371/journal.pone.0095340,NULL,NULL,NULL,NULL,,
4616,4328,10.1016/j.bej.2014.01.009,Actinobacillus succinogenes,48.5 g L-1,succinic acid,Acid,,
4620,4332,10.1186/1754-6834-7-49,NULL,NULL,NULL,NULL,,
4639,4351,10.1007/s00253-013-5302-2,-,-,-,-,,-
50560,4351,10.1007/s00253-013-5302-2,,,,,,
4640,4352,10.1007/s00253-013-5484-7,Lactobacillus fermentum,1 mg L-1,vitamin B-2,Other,,
4641,4353,10.1007/s00253-013-5504-7,Escherichia coli,7.64 g/L,isobutanol,Alcohol,,
4642,4354,10.1007/s10295-014-1403-x,Lactobacillus panis,16.23 g/L,"1,3-propanediol",Alcohol,,
4650,4362,10.1007/s11274-013-1556-1,E. coli,1.65 g/L,"1,3-propanediol",Alcohol,,
4652,4364,10.1002/bit.25130,Rhodobacter sphaeroides,93.34mg/L,CoQ(10),Other,,
4660,4372,10.1016/j.nbt.2013.12.003,NULL,NULL,NULL,NULL,,
4666,4378,10.1371/journal.pone.0089854,Candida glabrata,4.7 g L-1,diacetyl,Other,,
4672,4384,10.1002/bab.1154,Monascus purpureus,"2,026.0mg/L",monacolin,Other,,
4674,4386,10.1016/j.biortech.2014.01.009,Escherichia coli,57.3 g/L,3-hydroxypropionic acid,Acid,,
6496,4387,10.1016/j.biortech.2014.01.053,Saccharomyces cerevisiae,12.97g/L,succinate,Acid,,
4675,4388,10.1021/sb4000788,NULL,NULL,NULL,NULL,,
4677,4390,10.1016/j.biortech.2013.12.089,Clostridium sp,18.7 g/L,butanol,Alcohol,,
4684,4397,10.1016/j.ymben.2013.12.001,-,-,-,-,,-
50561,4397,10.1016/j.ymben.2013.12.001,Corynebacterium glutamicum,24 g/l,L-leucine,Amino Acid,glucose,
4692,4405,10.1007/s00253-013-5418-4,-,-,-,-,,-
50562,4405,10.1007/s00253-013-5418-4,Klebsiella pneumoniae,53.8 g/L,"2,3-butanediol",Alcohol,,
4695,4408,10.1007/s00253-013-5369-9,-,-,-,-,,-
50563,4408,10.1007/s00253-013-5369-9,Yarrowia lipolytica,186 g l(-1),alpha-ketoglutarate,Acid,glycerol,
4702,4415,10.1186/1754-6834-7-25,-,-,-,-,,-
50564,4415,10.1186/1754-6834-7-25,Clostridium cellulolyticum,,,,,
4705,4418,10.1016/j.apenergy.2013.10.003,-,-,-,-,,-
50565,4418,10.1016/j.apenergy.2013.10.003,Saccharomyces cerevisiae,17.2 mg/l,fatty acid ethyl ester,Other,glycerol,
4706,4419,10.1186/1475-2859-13-21,Escherichia coli,3.12 g/L,shikimic acid,Acid,,
4727,4440,10.1007/s12010-013-0653-9,Escherichia coli,37.7 g/L,lactic acid,Acid,,
4737,4450,10.1016/j.syapm.2013.10.004,Clostridium tetanomorphum,11.5 g/L,butanol,Alcohol,,
4755,4468,10.1016/j.jbiotec.2013.11.009,Escherichia coli,182.5 mg/L,geraniol,Isoprenoid,,
4764,4477,10.1039/c4nr05480f,NULL,NULL,NULL,NULL,,
50566,4492,none,Agrobacterium tumefaciens,,,,,
4779,4492,none,-,-,-,-,,-
4790,4503,10.3906/biy-1402-10,NULL,NULL,NULL,NULL,,
4818,4531,10.1016/j.biortech.2013.11.063,Propionibacterium jensenii,37.26 g/L,propionate,Acid,,
4820,4533,10.1016/j.procbio.2013.10.006,NULL,NULL,NULL,NULL,,
4824,4537,10.1007/s00253-013-5310-2,NULL,NULL,NULL,NULL,,
4825,4538,10.1007/s00253-013-5358-z,NULL,NULL,NULL,NULL,,
4828,4541,10.1007/s00253-013-5309-8,Escherichia coli,10 mg L-1,valinomycin,Other,,
4831,4544,10.1002/bit.25002,Saccharomyces cerevisiae,72.57mg/L,b-carotene,Isoprenoid,,
4841,4554,10.1134/S000368381401013X,Agrobacterium sp,67 g/L,Curdlan,Other,,
4847,4560,10.1186/1754-6834-6-181,NULL,NULL,NULL,NULL,,
4853,4566,10.1590/0001-3765201320130037,NULL,NULL,NULL,NULL,,
50567,4575,10.1128/AEM.02694-13,,,,,,
4862,4575,10.1128/AEM.02694-13,-,-,-,-,,-
4864,4577,10.1128/AEM.02918-13,-,-,-,-,,-
50568,4577,10.1128/AEM.02918-13,,NULL,,,hydrol,
4867,4580,10.1007/s00253-013-5224-z,NULL,NULL,NULL,NULL,,
4868,4581,10.1007/s00253-013-5262-6,NULL,NULL,NULL,NULL,,
4870,4583,10.1016/j.biortech.2013.10.008,NULL,NULL,NULL,NULL,,
4872,4585,10.1002/bit.24988,Escherichia coli,3.82g/L,caffeic acid,Acid,,
4874,4587,10.1002/biot.201300035,Escherichia coli,1.32 g/L,styrene oxide,Other,,
4881,4587,10.1002/biot.201300035,Escherichia coli,1.23 g/L,phenylethanediol,Alcohol,,
4888,4594,10.1016/j.jbiotec.2013.09.021,NULL,NULL,NULL,NULL,,
4889,4595,10.1016/j.jbiotec.2013.09.020,Bacillus subtilis,5.5 g/L,acetoin,Other,,
4892,4598,10.4014/jmb.1308.08082,-,-,-,-,,-
50569,4598,10.4014/jmb.1308.08082,Escherichia coli,3.0 g/l,indole-3-acetic acid,Acid,,
4894,4600,10.1099/mic.0.069534-0,-,-,-,-,,-
50570,4600,10.1099/mic.0.069534-0,Clostridium beijerinckii,16.1 g l(-1),butanol,Alcohol,,
4901,4607,10.1007/s13213-012-0579-4,Escherichia coli,35.2 g/L,L-tryptophan,Amino Acid,,
4907,4613,10.1186/1475-2859-12-117,Synechocystis sp,2.17 g/L,D-lactic acid,Acid,,
4913,4619,10.1186/1475-2859-12-110,NULL,NULL,NULL,NULL,,
4917,4623,10.1186/1475-2859-12-102,Yarrowia lipolytica,59 g L-1,citric acid,Acid,,
4931,4623,10.1186/1475-2859-12-102,Yarrowia lipolytica,1 g L-1,2-phenylethanol,Alcohol,,
4918,4624,10.1111/1751-7915.12046,-,-,-,-,,-
4932,4624,10.1111/1751-7915.12046,-,-,-,-,,-
50571,4624,10.1111/1751-7915.12046,Lactobacillus amylophilus,9.03g l(-1),L-lactic acid,Acid,glucose,
4919,4625,10.1111/1751-7915.12073,-,-,-,-,,-
4933,4625,10.1111/1751-7915.12073,-,-,-,-,,-
50572,4625,10.1111/1751-7915.12073,Escherichia coli,4gl(-1),hydroxydodecanoic acid,Acid,acetate,
4927,4633,10.1007/s00253-013-5203-4,-,-,-,-,,-
4941,4633,10.1007/s00253-013-5203-4,-,-,-,-,,-
50573,4633,10.1007/s00253-013-5203-4,Penicillium oxalicum,,,,,
4930,4636,10.1007/s10532-013-9627-4,-,-,-,-,,-
4944,4636,10.1007/s10532-013-9627-4,-,-,-,-,,-
50574,4636,10.1007/s10532-013-9627-4,Rhodococcus pyridinivorans,,,,hydrol,
4945,4637,10.1016/j.biortech.2013.08.137,NULL,NULL,NULL,NULL,,
4946,4638,10.1002/bab.1114,Klebsiella pneumoniae,880mmolL(-1),"1,3-propanediol",Alcohol,,
4949,4641,10.1002/bit.24954,Corynebacterium glutamicum,746mg/L,endoxylanase,Other,,
4954,4646,10.1007/s10661-013-3223-2,-,-,-,-,,-
50575,4646,10.1007/s10661-013-3223-2,Bacillus cereus,,,,glucose,
4956,4648,10.1016/S1001-0742(12)60288-5,NULL,NULL,NULL,NULL,,
4960,4652,10.1016/j.ymben.2013.07.005,NULL,NULL,NULL,NULL,,
4961,4653,10.1016/j.ymben.2013.07.004,-,-,-,-,,-
50576,4653,10.1016/j.ymben.2013.07.004,,,,,,
4962,4654,10.1016/j.ymben.2013.08.004,Escherichia coli,710 mg L-1,deoxyviolacein,Other,,
4965,4657,10.1016/j.ymben.2013.09.008,Synechocystis sp,0.43 g/L,"2,3-butanediol",Alcohol,,
4969,4661,10.1016/j.ymben.2013.10.006,Escherichia coli,1.6 g/L,fatty alcohol,Alcohol,,
4987,4679,10.1016/j.jbiotec.2013.04.022,Klebsiella pneumoniae,72.2 g/L,"1,3-propanediol",Alcohol,,
4992,4684,10.1016/j.bej.2013.08.005,Antrodia camphorata,247.09 mg/L,antrodin C,Other,,
4999,4691,10.1371/journal.pone.0076149,-,-,-,-,,-
50577,4691,10.1371/journal.pone.0076149,Bacillus amyloliquefaciens,132.9 g/l,"2,3-butanediol",Alcohol,,
5002,4694,10.1007/s12010-013-0414-9,NULL,NULL,NULL,NULL,,
5010,4702,10.1002/bit.24941,Streptomyces species,405mg/L,FK506,Other,,
5011,4703,10.1002/bit.24925,Escherichia coli,7.2g/L,butyrate,Acid,,
50578,4708,10.1038/ncomms3603,Escherichia coli,500mg l(-1),4-hydroxycoumarin,Other,,
5016,4708,10.1038/ncomms3603,-,-,-,-,,-
50579,4720,10.1186/1475-2859-12-82,Kluyveromyces lactis,15 g l(-1),glycolic acid,Acid,,
5028,4720,10.1186/1475-2859-12-82,-,-,-,-,,-
5030,4722,10.1016/j.jbiotec.2013.07.030,Escherichia coli,35.02 mg/L,resveratrol,Polyketide,,
50580,4737,10.1128/AEM.01506-13,,,,,cellulose,
5045,4737,10.1128/AEM.01506-13,-,-,-,-,,-
50581,4740,10.1128/AEM.01382-13,Bacillus methanolicus,,,,,
5048,4740,10.1128/AEM.01382-13,-,-,-,-,,-
5050,4742,10.1128/AEM.01741-13,NULL,NULL,NULL,NULL,,
50582,4744,10.1007/s00253-013-5122-4,,,,,methane,
5052,4744,10.1007/s00253-013-5122-4,-,-,-,-,,-
5055,4747,10.1007/s00253-013-5092-6,NULL,NULL,NULL,NULL,,
5057,4749,10.1271/bbb.130228,NULL,NULL,NULL,NULL,,
5066,4758,10.1007/s10295-013-1301-7,Streptomyces tsukubaensis,457.5 mg/L,FK506,Other,,
5067,4759,10.1007/s10295-013-1303-5,Bacillus subtilis,41.5 g/L,acetoin,Other,,
5069,4761,10.1016/j.ymben.2013.05.004,E. coli,100 mg/L,perillyl alcohol,Other,,
50583,4763,10.1016/j.ymben.2013.06.003,Streptomyces aureofaciens,25.9 g/l,Chlortetracycline,Other,,
5071,4763,10.1016/j.ymben.2013.06.003,-,-,-,-,,-
5080,4772,10.1002/bit.24900,Bacillus subtilis,20mg/L,amorphadiene,Isoprenoid,,
5086,4778,10.1007/s13213-012-0555-z,Stropharia rugosoannulata,10.83 g/L,extracellular polysaccharide,Polymer,,
5090,4782,10.1002/aic.14086,Escherichia coli,240 mg/L,2-pentanone,Other,,
5091,4783,10.1002/aic.14127,Moorella thermoacetica,31 g/L,acetic acid,Acid,,
5099,4791,10.1021/jf401230r,NULL,NULL,NULL,NULL,,
50584,4793,10.1007/s00253-013-4904-z,,,,,,
5101,4793,10.1007/s00253-013-4904-z,-,-,-,-,,-
50585,4795,10.1016/j.biortech.2013.05.085,Clostridium acetobutylicum,,,,ethanol,
5103,4795,10.1016/j.biortech.2013.05.085,-,-,-,-,,-
5105,4797,10.1002/bit.24881,NULL,NULL,NULL,NULL,,
50586,4802,10.1007/s10295-013-1283-5,Actinobacillus succinogene,95.6 g/l,succinic acid,Acid,,
5110,4802,10.1007/s10295-013-1283-5,-,-,-,-,,-
5148,4840,10.1016/j.ymben.2013.04.004,Escherichia coli,4.3 mg/L,umbelliferone,Other,,
5169,4840,10.1016/j.ymben.2013.04.004,Escherichia coli,27.8 mg/L,scopoletin,Other,,
5190,4861,10.1016/j.ibiod.2012.05.010,Bacillus strains,28 mg/L,lipopeptide,Other,,
6499,4868,10.1016/j.jbiotec.2013.04.013,Clostridium acetobutylicum,14.86 g/L,butanol,Alcohol,,
5197,4869,10.1021/jf401401w,NULL,NULL,NULL,NULL,,
5213,4885,10.1007/s10295-013-1262-x,-,-,-,-,,-
6516,4885,10.1007/s10295-013-1262-x,-,-,-,-,,-
50587,4885,10.1007/s10295-013-1262-x,Corynebacterium glutamicum,4.64 g/L,L-phenylalanine,Amino Acid,,
5215,4887,10.4014/jmb.1211.11009,-,-,-,-,,-
6518,4887,10.4014/jmb.1211.11009,-,-,-,-,,-
50588,4887,10.4014/jmb.1211.11009,,,,,lactose,
5223,4895,10.1007/s00253-013-4874-1,-,-,-,-,,-
6526,4895,10.1007/s00253-013-4874-1,-,-,-,-,,-
50589,4895,10.1007/s00253-013-4874-1,,,,,,
5225,4897,10.1016/j.biortech.2013.03.041,Rhizopus oryzae,56.5 g/L,fumaric acid,Acid,,
5226,4898,10.1002/bit.24828,Escherichia coli,2.25g/L,L-lysine,Amino Acid,,
5232,4898,10.1002/bit.24828,Escherichia coli,0.86g/L,5-aminovalerate,Special AA,,
5238,4898,10.1002/bit.24828,Escherichia coli,0.82g/L,glutarate,Acid,,
5230,4902,10.1007/s11274-013-1264-x,-,-,-,-,,-
5236,4902,10.1007/s11274-013-1264-x,-,-,-,-,,-
5242,4902,10.1007/s11274-013-1264-x,-,-,-,-,,-
50590,4902,10.1007/s11274-013-1264-x,Rhodotorula glutinis,,,,glycerol,
5231,4903,10.1007/s11274-013-1270-z,-,-,-,-,,-
5237,4903,10.1007/s11274-013-1270-z,-,-,-,-,,-
5243,4903,10.1007/s11274-013-1270-z,-,-,-,-,,-
50591,4903,10.1007/s11274-013-1270-z,,,,,,
5244,4904,10.1007/s10499-012-9602-9,NULL,NULL,NULL,NULL,,
5255,4915,10.1186/1475-2859-12-56,-,-,-,-,,-
50592,4915,10.1186/1475-2859-12-56,E. coli,,,,,
5257,4917,10.1186/1475-2859-12-51,NULL,NULL,NULL,NULL,,
5264,4924,10.1186/1475-2859-12-42,NULL,NULL,NULL,NULL,,
5266,4926,10.1016/j.biortech.2013.02.089,NULL,NULL,NULL,NULL,,
5267,4927,10.1016/j.biortech.2013.03.013,NULL,NULL,NULL,NULL,,
5273,4933,10.1016/j.jbiosc.2012.11.025,-,-,-,-,,-
50593,4933,10.1016/j.jbiosc.2012.11.025,Escherichia coli,9.05 g/l,"1,3-butanediol",Alcohol,glucose,
5279,4939,10.1016/j.biortech.2012.08.120,Escherichia coli,18.88 g L-1,succinic acid,Acid,,
5280,4940,10.1002/bit.24840,E. coli,30g/L,ethanol,Alcohol,,
5281,4941,10.1002/biot.201200367,Corynebacterium glutamicum,103 g L-1,diaminopentane,Other,,
50594,4945,10.1007/s10529-013-1144-3,Aspergillus oryzae,12.4 g/l,xylitol,Alcohol,,
5285,4945,10.1007/s10529-013-1144-3,-,-,-,-,,-
5289,4949,10.1016/j.ymben.2013.01.008,NULL,NULL,NULL,NULL,,
50595,4952,10.4014/jmb.1301.01032,,,,,,
5292,4952,10.4014/jmb.1301.01032,-,-,-,-,,-
5294,4954,10.1134/S0003683813030071,NULL,NULL,NULL,NULL,,
5298,4958,10.1186/1754-6834-6-60,Escherichia coli,0.97 g/L,alpha-pinene,Isoprenoid,,
5334,4994,10.1007/s00253-012-4618-7,Escherichia coli,11.7 g L-1,ethylene glycol,Alcohol,,
5341,5001,10.1007/s00253-012-4520-3,NULL,NULL,NULL,NULL,,
5343,5003,10.3168/jds.2012-6092,NULL,NULL,NULL,NULL,,
50596,5004,10.1007/s10295-013-1240-3,Yarrowia lipolytica,2 g/l,2-phenylethanol,Alcohol,ethanol,
5344,5004,10.1007/s10295-013-1240-3,-,-,-,-,,-
5346,5006,10.1007/s10295-013-1233-2,Saccharomyces cerevisiae,185.5 g/L,ethanol,Alcohol,,
50597,5007,10.1186/1475-2859-12-29,Saccharomyces cerevisiae,90 gl(-1),ethanol,Alcohol,,
5347,5007,10.1186/1475-2859-12-29,-,-,-,-,,-
50598,5025,10.1016/j.jbiosc.2012.09.015,Escherichia coli,,,,,
5365,5025,10.1016/j.jbiosc.2012.09.015,-,-,-,-,,-
5369,5029,10.1016/j.ymben.2012.11.009,Escherichia coli,40.02 mg/L,pinocembrin,Alkaloid,,
50599,5030,10.1007/s12010-013-0095-4,Alcaligenes faecalis,32.0 g/l,Cephalosporin C,Other,,
5370,5030,10.1007/s12010-013-0095-4,-,-,-,-,,-
5371,5031,10.1007/s12010-013-0114-5,Klebsiella pneumoniae,59 g L-1,lactic acid,Acid,,
